module,informant,diagnosis_label,status,merged_var,version_note,two_zero_only_flag
suic,parent,"Suicidal ideation, active intent",past,mh_p_ksads__suic__actv__int__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active intent",past,mh_y_ksads__suic__actv__int__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active intent",present,mh_p_ksads__suic__actv__int__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active intent",present,mh_y_ksads__suic__actv__int__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active method",past,mh_p_ksads__suic__actv__mthd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active method",past,mh_y_ksads__suic__actv__mthd__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active method",present,mh_p_ksads__suic__actv__mthd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active method",present,mh_y_ksads__suic__actv__mthd__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active non",past,mh_p_ksads__suic__actv__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active non",past,mh_y_ksads__suic__actv__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active non",present,mh_p_ksads__suic__actv__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active non",present,mh_y_ksads__suic__actv__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active plan",past,mh_p_ksads__suic__actv__plan__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active plan",past,mh_y_ksads__suic__actv__plan__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, active plan",present,mh_p_ksads__suic__actv__plan__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, active plan",present,mh_y_ksads__suic__actv__plan__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, passive",past,mh_p_ksads__suic__pass__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, passive",past,mh_y_ksads__suic__pass__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,"Suicidal ideation, passive",present,mh_p_ksads__suic__pass__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,"Suicidal ideation, passive",present,mh_y_ksads__suic__pass__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Suicide attempt,past,mh_p_ksads__suic__atmpt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Suicide attempt,past,mh_y_ksads__suic__atmpt__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,parent,Suicide attempt,present,mh_p_ksads__suic__atmpt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
suic,youth,Suicide attempt,present,mh_y_ksads__suic__atmpt__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Persistent,present,mh_p_ksads__tic__perst__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Persistent,remission,mh_p_ksads__tic__perst__nosymp__rem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Provisional tic disorder,present,mh_p_ksads__tic__prov__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Tourette's disorder,present,mh_p_ksads__tic__ts__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,"Tourette's disorder, no symptoms since X",remission,mh_p_ksads__tic__ts__nosymp__rem_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Unspecified tic disorder,past,mh_p_ksads__tic__unspec__past_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
tic,parent,Unspecified tic disorder,present,mh_p_ksads__tic__unspec__pres_dx,Merged in 7.0 BIDS: 1.0 and 2.0 pooled in the same column across waves (ses-00A/01A/02A = 1.0; ses-03A+ = 2.0). Legacy ksads_{V}_{id} item-ids are not exposed.,
